راخ 	rāḵẖ 	The cheek.	Face, side, quarter. 						
راړه 	rāṟṟaʿh 	Bread made from different kinds of grain or pulse.	The name of a venomous insect. 						
راز 	rāz 	A secret, a mystery.							
رازق  	rā-ziḳ	A sustainer, giver of daily bread, the Deity.							
راست 	rāst 	Right, true, good, just, upright.	Straight, even, level.	Right (not left).	Certainly, truly.				
راشبیل  	rās̱ẖ-bel	An instrument for cleaning grain, a wooden rake, a wooden shovel. 							
راشتليَ 	rās̱ẖtalaey 	The grain remaining on the ground or threshing floor, after carrying the corn, and which is the right of the tiller of the soil. 							
راشه 	rās̱ẖaʿh 	A heap of grain, provision, supplies.							
راشه درشه  	rā-s̱ẖah dar-s̱ẖah	Intercourse, ingress and egress, acquaintance.							
راښکو 	rāś̱ẖko 	An instrument for drawing anything out with, a wire-drawer.							
راضي 	rāẓī 	Agreed, pleased, approving, contented, satisfied, willing.							
راغ 	rāg̠ẖ 	A meadow, a garden, a desert.							
راغب 	rāg̠ẖib 	Desirous, willing							
راغلل 	rāg̠ẖlal 	To come, to arrive, to reach, to attain.							
راغه 	rāg̠ẖah 	The skirt of a mountain near a desert.							
رافضي 	rāfiẓī 	A heretic.							
راکس 	rā-kas 	A demon, an evil spirit, a fiend. 	An ox in the middle of a barn round which the others turn in treading out corn.						
راکول  	rā-kawul	To give (lit. To do or make to me).							
راګ 	rāg 	A musical mode, song, tune, music.							
رامزده ګي 	rāmzadah-gī 	A wooden roller by which a millstone is removed.							
راموسيَ  	rā-mūsaey	The musk-deer.							
رانجه 	rānjah 	Collyrium, a lotion for the eyes. 							
رانده 	rāndah 	Rejected, driven out, expelled.							
را نیول  	rā-nīwal	To seize, to take by force, to take, to appropriate, to lay hands on.	To purchase.						
رانړیزي 	rāṟṟṉīzaey 	A man of the Rāṟṟṉīzī tribe. The whole tribe.							
راوړل 	rā-wʿṟṟal 	To bring, to fetch, to bear, to convey, to carry, etc. (applied only to things inanimate)							
راوستل 	rā-wustal 	To bring, to lead along, to convey, etc. (applied to objects animate).							
راه 	rāh 	Road, way, manner. 							
راهب 	rā-hib 	A monk.							
راهسته 	rā-histah 	Near me, towards me, here. Also used with هسته, and در, and ور							
راهیټ 	rāhīṯṯ 	The head-man of a village.							
رب 	rabb 	A lord, protector, preserver, the name of the Deity.							
رب 	rub 	Juice, syrup.							
ربا 	ribā 	Usury.							
رباب 	rabāb 	A kind of violin, a rebeck.							
رباط 	ribāt̤ 	An inn, a caravansary.							
ریړیدل  	rab-ṟṟedal	To become astonished, amazed, perplexed, discomposed.	To become deceived, imposed on, to be amused, etc.						
ربط 	rabt̤ 	Connection, habit, use, friendship, familiarity, construction (in grammar).							
رښړه 	rabaṟṟṉaʿh 	Moonshine, the light of the moon, moonlight.							
رپ 	rap 	An arched ornament in a wall, a sort of shelf round a room for placing things on.							
رپیدل 	rapedal 	To shake, to shiver, to tremble, to flutter, to agitate, to shudder, to quake, to twitter, to writhe.							
رپئِي 	rupaʿī 	A coin so called. 							
رت 	rat 	A particle applied to adjectives to denote intensity (particularly of colour), together with ټپ and تک, as رت تور rat-tor, Quite black, coal-black.							
رتبه 	rutbaʿh 	Rank, dignity, degree, step.							
رتئِي 	rataʿī 	A weight equal to eight barley-corns.	A red grain used as a weight.						
رټ 	raṯṯ 	A flood of tears, a gush of tears, an outburst of crying.							
رټل 	raṯṯal 	To expel, to drive away, to cast out, to turn adrift, to bundle out.	To scold, to abuse, to treat harshly or disrespectfully, to reprimand, to taunt.						
رټليَ 	raṯṯalaey 	Expelled, cast out, scolded, abused, reprimanded, taunted.							
رجوع 	rujūœ 	Return, recourse, turning, bent, bias, appearing. 							
رچ 	ruc̱ẖ 	Desire, avidity, pleasure, or desire for eating.							
رچَ 	ric̱ẖa 	A tick or louse, a nit, the egg of a louse.							
رچي رچي  	ric̱ẖey ric̱ẖey	In atoms, in fragments, in pieces, in shreds.							
رحلت 	riḥlat 	Departure, marching, death, decease.							
رحم 	raḥm 	Compassion, mercy, pity, kindness.							
رحم 	riḥim 	The womb.							
رحمان 	raḥmān 	Merciful, forgiving, pitying, an epithet of God.							
رحمت 	raḥmat 	Kindness, pity, compassion, mercy.							
رحیم 	raḥīm 	Merciful, compassionate, an epithet of the Almighty.							
رخ 	ruḵẖ 	Point, face, side, quarter.	The castle at chess.						
رخت 	raḵẖt 	Apparel, furniture, goods.	A plough.	Tanned leather.					
رخسار 	ruḵẖsār 	The cheek, the face.							
رخصت 	ruḵẖṣat 	Discharge, dismission, leave, indulgence.							
رخنه 	raḵẖnaʿh 	A hole, a fracture, cleft, notch, flaw, crevice.							
رخه 	raḵẖaʿh 	Malice, spite, rancour, hatred, grudge, resentment.							
رد 	rad 	Rejection, repulsion, refutation, resistance.	Rejected, repulsed, turned back.						
رده 	radaʿh 	A layer of mud on a mud wall, a layer of bricks, the work of a day, a line, a series, a row.							
ردیف 	radīf 	Following each other in succession, the rhyming word of a poem, a man riding behind another.							
رړئِي 	raṟṟaʿī 	The flower of a tree (Melia sempervirens).							
رزا 	razā 	Consent, assent, etc.							
رزاق 	razzāḳ 	The provider of daily bread, the Deity.							
رزاله 	rizālah 	Low, mean, vile, worthless.							
رزړ 	razaṟṟ 	The name of a clan of Afg̠ẖāns, a man of the clan.							
رزق 	rizḳ 	Support, subsistence, daily bread, food, allowance. 							
رژیدل 	raj̱ẕedal 	To moult, to cast off, to shed or cast hair, feathers, etc. (as an animal), to fall as the leaves of a tree in autumn, or as fruit; to let fall, to be dispersed, scattered.							
رس 	ras 	A kind of collyrium made from the root of the Amomum anthorhizum.							
رسا 	rasā 	Attaining, arriving, reaching.	Penetrating, skilful, capable.	A long sword.					
رساله 	risālaʿh 	Mission.	A book, a treatise, an essay.	A troop of horse.					
رستم خیل 	rustam ḵẖel 	The name of a clan of Afg̠ẖāns.							
رسد 	rasad 	Store of grain or other provisions, share, provision.	The time of harvest.						
رسم 	rasm 	Custom, law, model, plan.							
رسوا 	ruswā 	Infamous, disgraced, dishonoured.							
رسول 	rasūl 	A messenger, the prophet Muḥammad.							
رسولئِي 	raswalaʿī 	A corn, a bunion, a gall, an excrescence, a wen, a swollen gland. 							
رسوم 	rusūm 	Customs, laws, etc.: duties, fees, taxes, etc.							
رسئِي 	rasaʿī 	String, cord, rope.							
رسید 	rasīd 	A receipt, acknowledgment.							
رسیدل 	rasedal 	To arrive, to reach, to attain, to come to, to get to, to come up with, to light upon, to bounce upon.							
رش 	ras̱ẖ 	Dirt, filth, ordure. 	Matter or pus from a wound.						
رشتلي 	ris̱ẖtalaey 	See راشتلي							
رشک 	ras̱ẖk 	Malice, envy, emulation, jealousy, grudge. 							
رشوت 	ris̱ẖwat 	A bribe.							
رشه 	ras̱ẖaʿh 	A heap of grain, provision, supply. 							
رشید 	ras̱ẖīd 	 Eloquent. 	Guiding, or guided in the right way.						
رښتونيَ 	riś̱ẖtūnaey 	True, veracious, honest, upright, free from falsehood.							
رښتیا 	riś̱ẖtīʿā 	True, veracious, free from falsehood.	Truth, veracity, fact, reality, gospel, accuracy, exactness.						
رښتینيَ  	riś̱ẖtī-naey	True, veracious, honest, free from falsehood.							
رښکئِي 	riś̱ẖkaʿī 	A strip, a band, a shred, a ribbon, a fillet, a strap.							
رضا 	raẓā 	Acquiescence, consent, assent, will, leave, permission.							
رضاعي ورور 	raẓāʿœī wʿror 	A foster- brother. 							
رطب 	rat̤b 	Fresh, green, moist, verdant.	Green herbage of a tree.	Ripe dates. 					
رعایت 	ri-œāyat 	Attention, regard, respect, honour, kindness, favour, indulgence.							
رعنا زیبا 	ra-œanā zebā 	The name of a red and yellow flower.							
رعیت 	ra-œiyat 	A subject, a tenant, subjects in general.							
رغبت 	rag̠ẖbat 	Desire, avidity, curiosity, wish.	Esteem, affection, pleasure.						
رغړیدل 	rʿg̠ẖaṟṟedal 	To roll, to wallow (as a child), to trundle, to turn over and over.							
رغښتل 	rʿg̠ẖaś̱ẖtal 	To roll, to wallow, to trundle, to turn over and over.							
رغي 	rag̠ẖaey 	A small plate or saucer, a salver.							
رغیدل 	rag̠ẖedal 	To amend, to recover, to improve, to mend, to get better, to be independent.							
رفتار 	raftār 	Pace, gait, walk, going, motion, procedure.							
رفعه 	rafœʿh 	Repelling, removing, settling, completing, finishing.							
رفعت 	rafœ-at 	Eminence, dignity, nobility, elevation, altitude.							
رفو 	rafū 	A darn, darning.							
رفیق 	rafīḳ 	A companion, comrade, accomplice, associate, friend, ally.							
رقص 	raḳṣ 	A dance, a ball, dancing.							
رقعه 	ruḳœaʿh 	A note, a letter, a billet. 	A piece, a bit, a patch. 						
رقم 	raḳam 	A royal edict.	A character, entry, mark, sign.						
رقیب 	raḳīb 	A guardian, a rival, an enemy.							
رکاب 	rikāb 	A stirrup.	Train.						
رکات 	rakāt 	A genuflexion in prayer, a prostration .							
رکښ 	rakś̱ẖ 	Rut, track, path, mark of anything drawn along, course of a stream or current, a mark left by anything that has passed along, a line, a mark. 							
رکن 	rukn 	A prop, a pillar, aid, support.							
رکوع 	rukūœ 	Bowing the body in prayer.							
رکیب 	rikeb 	A stirrup iron.							
رګړي 	rigaṟṟaey 	A child stinted in milk.							
رګي 	ragaey 	Relationship, connexion, kindred, consanguinity, family tie, filiation.							
رمباړه 	rambāṟṟaʿh 	The bellow of a bull or cow, low, bleating as a calf. 							
رمبکي 	rambakaey 	The bellow of a bull (only).							
رمبه 	rambaʿh 	A centre-bit, a borer. 							
رمبي 	rambaey 	A hoe, a grass cutter's hoe, an instrument for cutting leather. 							
رمز 	ramz 	A wink, sign, nod, hint, sarcasm.							
رموز 	ra-mūz 	A wink, nod, sign, hint, riddle, enigma, an ambiguous expression, or allusion.							
رمه 	ramaʿh 	A herd, a flock.							
رمي 	ramey 	Mucus, bile, the whitish matter voided in tenesmus, the discharge before labour. 	A bowel complaint, dysentery.						
رمیدل 	ramedal 	To behave, to comport. To proceed as cattle when going to graze, going in a flock or herd.	To become terrified or disturbed.						
رنجړومه 	ranjaṟṟūmaʿh 	A box for containing collyrium or antimony.							
رنجک 	ranjak 	Priming powder.							
رنجونونه 	runjūnūnaʿh 	A box for collyrium or antimony.							
رند 	rind 	A reprobate, a drunkard, a debauchee, a libertine, a rake, a profligate, a blackguard.							
رندار 	rundār 	A brother's wife.							
رنده 	ran-daʿh 	A plane used by carpenters for smoothing wood. 							
رنځ 	ranḏẕ 	Grief, affliction, pain, anguish, toil, disgust.							
رنګ 	rang 	Colour, hue, tint, sort; method, manner, kind, way, etc.							
رنګټ 	rangaṯṯ 	Weeping, blubbering, whimpering.							
رنګړيَ 	ringaṟṟaey 	Beaten down by the rain (as corn), laid low (as a field of grain).							
رنګيَ 	rangaey 	Thin, scanty (as hair, etc.), scarce, scattered, thinly scattered, not dense (as grain sown, or corn in a field), slight (as rain)							
رنګین 	rangīn 	Coloured, gaudy, painted, variegated, fine, showy, various; (Fem.) رنګینه rangīnaʿh.							
رنړا 	raṟṟṉā 	Brightness, lustre, shine, brilliancy, splendour, refulgence, luminousness, glare, flare, glow, glitter, glisten, spark, blaze, flash, coruscation, halo, glory, the light of day, daylight. 							
رو 	ro 	Easy, slow, soft, not quick, quiet, placid, demure, serene. 							
رو 	rū 	Face, surface.							
روا 	rawā 	Lawful, allowable, right, proper, worthy, current, going, passing.							
روا 	rʿwā 	The marriage procession of women who accompany the bridegroom to the house of the bride.							
رویزي 	ruwezey 	The female guests invited to accompany the bridegroom in a marriage procession.							
رواج 	rawāj 	Custom, usage, fashion, currency, vent, sale, etc. 	Current, customary, fashionable, vendible.						
روان  	ruw-ān	Desolate, ruined, destroyed, ravaged, laid waste, devastated.							
روان 	rawān 	Moving, going, flowing, running, current, fluent, on the move. 							
روانه 	rawānah 	Despatched, departed, proceeding.	A passport.						
رواني 	rawānī 	Reading, commencing to read, as a child or pupil.							
روایت 	riwāyat 	A narrative, tale, history, fable, fiction.							
روبرو 	rūbarū 	Face to face, before, over against. See مخامخ							
روپئِي 	rūpaʿī 	A silver coin so called. 							
روتئِي 	roṯṯaī 	Bread, leavened or unleavened. 							
روح 	rūḥ 	The soul, the spirit.							
روخ 	roḵẖ 	Side, part, quarter, extremity, towards.							
روخيَ 	roḵẖaey 	Side, part, etc							
رود 	rod 	A river, a stream.							
رود بار 	rod-bār 	A place from whence many streams run, a river in a valley. 							
رودل  	raw-dal	To suck, to draw out (as milk from the breast), to inhale, to imbibe.	To reap, to cut corn, to cut, to sever, to divide.						
رور 	ror 	A brother. 							
روز 	roz 	A day; used only in composition, as روزانه rozānaʿh, s.f. (3rd) A daily allowance, daily wages. 	Daily, day by day, by day.						
روزه 	rozaʿh 	Fast, Lent.							
روزي 	rozī 	Employment, daily food. 							
روژه 	roj̱ẕaʿh 	A fast, Lent.							
روږه 	rūj̱ẕd 	Habituated, accustomed, used to, addicted to, given to, in the habit of, hardened, inured, seasoned, acclimatized.							
روږه 	roj̱ẕaʿh 	A fast, Lent. 							
روست 	rost 	Rotten, decayed, corrupt, putrid, noisome, fetid, stinking, carious, etc. 							
روست واليَ 	rost-wālaey 	Rottenness, putrescence, decay, taint, cariousness, etc.							
روستو 	rwasto 	In the rear, after, behind. روستي کال rwastey kāl, Last year. 							
روستیدل 	rostedal 	To become or turn rotten, fetid, putrid, noisome or carious, to stink, to rot, to decay, to putrefy.							
روښان 	roś̱ẖān 	Bright, light, luminous, shining, vivid, lustrous, radiant, sunny, clear, resplendent, refulgent, splendid.							
روښن  	ro-ś̱ẖan	Light, luminous, bright, shining, splendid; manifest, conspicuous.							
روضه 	rauẓaʿh 	A garden, mausoleum.							
روغ 	rog̠ẖ 	Healthy, in health, well, sound, hearty, hale, fresh, whole, robust, vigorous. 							
روغه 	rog̠ẖaʿh 	Amity, peace, unanimity, friendship, affection, harmony, intercourse, fellowship, etc.							
روک 	rok 	Ready money, cash. 	One who pays ready cash.						
روګ 	rog 	A strap for a sandal, a belt, a thong, a strap, the strap of a churning stick.							
روګه 	rwagaʿh 	A flea.							
روم 	rūm 	Rome, Roum, the Turkish empire, Roumelia.							
رومال 	rūmāl 	A handkerchief, a towel, a napkin.							
رون 	rūn 	The thigh. 							
رونق 	ronaḳ 	Splendour, elegance, ornament, beauty.							
رونړا 	rūṟṟṉā 	Brightness, brilliancy, lustre, etc. 							
رونړ 	rūṟṟṉ 	Bright, luminous, shining, vivid, lustrous, radiant, lambent, sunny, clear, blazing.							
روه 	roh 	The mountainous district of Afg̠ẖānistān and part of Balūc̱ẖistān. 							
روهليَ 	rohilaey 	An Afg̠ẖān, so called from Roh, a name given to the country between Kandahār and G̱ẖaznī, and the Indus.							
روهیليَ 	rohelaey 	A Rohelah.							
روي 	rūʿe 	The face, countenance, surface. 	Sake, cause, reason.						
رویت 	rū-yat 	Shape, appearance, aspect. 	Seeing, regarding, consideration.						
رویدل  	rūʿe-dal	To dispute, to wrangle, to altercate, to brawl, to cavil.							
رویره 	raweraʿh 	A brother's daughter.							
رویزي 	rʿwezey 	The female guests at a marriage invited by the bridegroom.							
رويَ 	rawaey 	A demon, a goblin, a fabulous being supposed to sit on one's breast in sleep--nightmare.							
رهته 	rahataʿh 	Ease, tranquillity, content, happiness, easy circumstances.							
رهټ 	rahaṯṯ 	A wheel for drawing water.							
رهیل 	rahel 	A sort of reading desk, a support for a book. 							
ريَ 	raey 	Price current, rate, price, tariff. 							
ریا 	riyā 	Hypocrisy, dissimulation, subterfuge, affectation.							
ریا 	rayā 	The braying of an ass.							
ریاست 	ri-yāsat 	Command, sway, dominion, government.							
ریاشه  	ri-yās̱ẖaʿh	A heap of grain, provision, supplies.							
ریاضت 	ri-yāẓat 	Austerity, abstemiousness, abstinence, continence. 							
ریبار 	re-bār 	A person who acts as gobetween or match-maker in cases of marriage or betrothal.							
ریباري 	re-bārī 	Match-making, the business of a match-maker, or of a marriage compact.							
ریبل 	re-bal 	To reap, to cut grain or grass, and the like, with a sickle.							
ریحان  	rī-ḥān	An odoriferous plant, sweet basil (Acymum pilosum).							
ریخ 	rīḵẖ 	Thin excrement voided in diarrhœa or dysentery, looseness of the bowels, the dung of birds.							
ریخيَ 	rīḵẖaey 	A hole in a reservoir, or a place where water is collected for purposes of irrigation.							
ریديَ 	redaey 	The poppy tulip, the wild tulip, of a red colour.							
ریز 	rez 	Scattering, pouring, shedding, dropping.							
ریزه 	rezaʿh 	A piece, a bit, a scrap, a fragment, a filing.							
ریژون 	rej̱ẕūn 	Scattering, dispersing, shedding, casting, etc.							
ریږدیدل 	rej̱ẕdedal 	To tremble, to shake, to quiver, to palpitate, to flutter, to beat, to shake from cold, fear, or emotion.							
رئيس 	raʿīs 	A prince, a chief, a lord.							
ریشل 	res̱ẖal 	To spin, to twist into threads.							
ریښم 	reś̱ẖam 	Silk.							
ریښه 	reś̱ẖaʿh 	A fibre, a fibril, a thread, a yarn, a strip, a shred, a slip, a fillet, a ribbon. 	Stringiness (as of meat, a turnip, etc.)						
ریګ 	reg 	Sand.							
ریګدیدل 	regdedal 	To shake, etc.							
ریم 	rīm 	Pus, matter, humour, rheum, dregs, dross, lees.							
رینه 	rīnaʿh 	An awl, a shoemaker's instrument.							
ریودل  	ri-yawdal	To raise, to elevate, to lift, to uplift, to upraise. 							
ړ 	ṟṟey 	The sixteenth letter of the Paś̱ẖto alphabet.							
ړانځړَ 	ṟṟānḏẕaṟṟa 	Tar, the resinous substance obtained from the pine tree.							
ړپ 	ṟṟap 	Mucus, bile, whitish matter voided in dysentery or tenesmus, discharge before childbirth. 							
ړپیدل 	ṟṟapedal 	To shake, to move, to tremble, to be agitated, to writhe, to toss about, to bob, to wag, to palpitate, etc.							
ړته ږیره 	ṟṟataʿh j̱ẕīraʿh 	A beard of an absurd or inordinate length.	Foolish, cowardly, nonsensical, dastardly; a poltroon, a milksop, a coward.						
ړقول 	ṟṟaḳawul 	To mix, to stir, to mingle, to amalgamate.							
ړمبي 	ṟṟumbaey 	First, primary.							
ړندیدل 	ṟṟandedal 	To grow or become blind, to lose the sight.							
ړنګ 	ṟṟang 	Ruined, deserted, depopulated, abandoned, spoiled, laid waste.							
ړواندي 	ṟṟuwāndey 	Before, in front, in sight or presence of. See وړاندي							
ړوند 	ṟṟūnd 	Blind, sightless, dark, obscure, not easily found.							
ړي 	ṟṟī 	A word used in calling or driving cattle, as ړي ړي ṟṟī ṟṟī.							
ړيَ 	ṟṟaey 	A particle of diminution affixed to nouns to denote smallness in size, or by way of endearment, thus, کوزه ړئِي kūzaʿh ṟṟaʿī, (Fem.) A small goglet.							
ز 	zey 	The seventeenth letter of the Paś̱ẖto alphabet. 							
زاد 	zād 	Food, provisions.							
زاد 	zād 	Born.	(as a substantive) a child, a son. 						
زار 	zār 	Groan, lamentation, supplication, complaint.	Afflicted, groaning, lamenting.	One who groans or laments.					
زار 	zār 	Sacrifice, oblation, consecration, offering, a victim, ransom, etc.							
زار بوټيَ  	zār būṯṯaey	A kind of wild rue.							
زاړيَ 	zāṟṟaey 	The young of any animal from the age of two or three months, up to which time it is called تنديَ tandaey, until it leaves off sucking its mother.	Late crops.						
زاړِ 	zāṟṟi 	An animal or woman whose milk has run short and become impure; late, run out, former. 							
زازي 	zāzī 	The name of a tribe of Afg̠ẖāns. 							
زامه 	zāmaʿh 	The jaw-bone.							
زانګو 	zāngo 	A cradle for a child, a swing.							
زانو 	zānū 	The knee, the lap.							
زاني 	zānī 	An adulterer, a whoremonger.							
زانړه 	zāṟṟṉaʿh 	A heron, a crane, a bird of a large breed.							
زاوو 	zāʿwū 	The name of a pass leading into Roh.							
زاهد 	zāhid 	A monk, a hermit, a recluse, a zealot.							
زاي 	zāi 	ʻSon of,ʼ a word applied to Afg̠ẖān surnames, to denote the tribe or clan, as Mac, Ap, and Oʼ, thus یوسفزاي yūsuf-zāi, The tribe or clan of Yūsuf. 							
زائد 	zāʿīd 	Redundant, superfluous, exceeding.							
زائيل 	zāʿil 	Deficient, failing, perishing, declining.							
زباد 	zʿbād 	Proved, verified, assayed, tried, tested, etc							
زبان 	zabān 	The tongue; language, dialect, speech.							
زبده 	zubdaʿh 	The cream of milk, the best of anything.							
زبر 	zabar 	Above, superior.	The vowel point (ــَــ) pronounced a. 						
زبرګ 	zʿbarg 	Great, large, reverend, venerable, grand.	A great man, a noble, a saint, an elder, an ancestor.						
زبله 	zablah 	Together, in company.							
زبون 	zabūn 	Bad, evil, wicked, faulty, ill, unlucky.							
زبه 	zabaʿh 	The tongue, language, dialect, speech.							
زبیښل 	zʿbeś̱ẖal 	To suck, to draw into the mouth, to draw out, to imbibe, to inhale.							
زحمت 	zaḥmat 	Affliction, sickness, pain, disquietude.							
زخم 	zaḵẖm 	A wound, a sore, a scar, a cut.							
زخه 	zaḵẖaʿh 	A wart; an excrescence on the trunk of a tree.							
زخیره 	zaḵẖeraʿh 	A heap, a store, a granary, provision.							
زد 	zad 	Striking, conflict, combat.	Effect, consequence, impression.						
زدایت 	zadāyat 	Family, race, genealogy, descent.							
زدویل 	zʿdo-yal 	To rub, to grind, to grate, to rasp, to rub down, to pare, to scour, to wear away, to smooth, to polish.	To draw. 						
زده 	zadah 	Stricken, smitten, injured by heat, cold, etc., withered.							
زده 	zʿdah 	Remembered, recollected, unforgotten, imprinted in the memory, etc.	Acquired, learned, mastered (as a book or language), known.						
زده کیدل  	zʿdah kedal	To be learned, acquired, retained in the memory, to be recollected.							
زر 	zar 	Gold, riches, wealth, money. 							
زر 	zœr 	A thousand. 							
زراعت 	zirā-œat 	Agriculture, husbandry, sowing, a crop, a sown field.							
زربرخ 	zar-baraḵẖ 	Talc.							
زر بیانګ 	zar-bīʿāng 	An instrument for scraping and cleaning leather.							
زرد آلو 	zard-ālū 	An apricot.							
زردکه 	zardakaʿh 	A carrot.							
زرغاله 	zar-g̠ẖālaʿh 	A lying-in woman during forty days after child-birth.	The forty days of child-birth during which a woman is impure.						
زرغون 	zarg̠ẖūn 	Green, verdant, fresh. 	Grown up, come up (as vegetation, etc.).	Anything enshrined or imprinted in the heart or recollection.					
زرغونیدل 	zarg̠ẖūnedal 	To grow, to enlarge, to vegetate, to sprout, to spread, to shoot out, to become green, fresh, verdant (as a field)							
زرکه 	zarkaʿh 	The c̱ẖikor, the bartavelle or Greek partridge.							
زرګر 	zar-gar 	A goldsmith, a worker in gold.							
زرګیر 	zar-gīr 	A thumbstall made of leather, worn by archers to defend the thumb in pulling the string of a bow.							
زرمست 	zar-mast 	Independent, purse- proud.							
زرنباد 	zarunbād 	The name of a plant, zedoary (Circumba zerumbet).							
زرنده 	zarandaʿh 	A water-mill, or windmill, or a mill turned by camels or bullocks.							
زرنئِي 	zaranaʿī 	Peeping, ogling, eyeing, leer, glimpse, espionage. 							
زرنیخ  	zar-nīḵẖ	Orpiment, arsenic. 							
زرنړه 	zaraṟṟnah 	Tar, the resinous substance obtained from the pine.							
زرنړه 	zaraṟṟṉaʿh 	Black mud at the bottom of a pond, slime.							
زره 	ziraʿh 	Iron armour made with rings, chain armour.							
زريَ 	zaraey 	A scout, a spy, a vedette, one who peeps or ogles.							
زري 	zarī 	Anything woven from gold or with gold thread.							
زريَ 	zaraey 	The sight of a gun.							
زري زري  	zarey zarey	In pieces, in atoms, in shreds or fragments (corrup. of ذره).							
زرین 	zarīn 	Golden							
زړګيَ 	zaṟṟgaey 	The heart (lit. a little heart), the dimin. of زړه.							
زړند 	zuṟṟand 	Hanging, dangling, suspended. 							
زړواليَ 	zaṟṟ-wālaey 	ldness, age, antiquity, decline, decay, maturity.							
زړوکيَ 	zaṟṟūkaey 	Clothes, dress, garments.	An old rag or piece of cloth of no value.						
زړه 	zʿṟṟah 	The heart, mind, soul.							
زړيَ 	zaṟṟaey 	A seed, a kernel in general.							
زړيَِ 	ziṟṟaey 	The jaundice. 							
زړیدل 	zaṟṟedal 	To grow or become old, aged, antique, antiquated, ancient, elderly, grey-headed, venerable, time-worn, decrepid, superannuated, worn out, stricken in years, advanced in life.							
زږ 	zij̱ẕ 	Rough, hard, stiff, rigid, stern, harsh.							
زږګيَ 	zij̱ẕgaey 	A porcupine, a hedge-hog. 							
زشکله 	zas̱ẖ-kalah 	Whenever, at whatever time.							
زښا 	zaḵ́ẖā 	The sound produced by roasting meat, etc.							
زښت 	ziḵ́ẖt 	Ugly, deformed, hideous. 	Stern, severe.						
زعفران 	zaœfarān 	Saffron. 							
زعفراني 	zaœfarānī 	Saffron-coloured, a yellow colour.							
زغ 	zag̠ẖ 	A yoke for oxen.							
زغاست 	zʿg̠ẖāst 	Assault and plunder, incursion, inroad, invasion, foray. 							
زغاستل  	zʿg̠ẖās-tal	To run, to move quickly, to take flight.							
زغاښتل 	zʿg̠ẖāḵ́ẖtal 	To run. 							
زغرد 	zg̠ẖard 	Quick, fleet, alert, nimble.							
زغره 	zʿg̠ẖaraʿh 	Chain armour.							
زغلیدل 	zg̠ẖaledal 	To run, to move along quickly, to take flight.							
زغمل 	zʿg̠ẖamal 	To bear, to suffer, to endure, to sustain, to undergo, to put up with, to go through. 							
زغن 	zag̠ẖan 	A kite.							
زغورل 	zʿg̠ẖoral 	To keep to preserve, to sustain, to support, to defend, to protect, to guard, to shield.							
زغونډيَ 	zʿg̠ẖūndaey 	The peg of the yoke for oxen, of which there are four. 							
زقوم 	zaḳūm 	A thorny tree, the Indian prickly pear.							
زک 	zik 	An inflated leather bag used to cross rivers, called also mask, and made of the hide of a buffalo, cow, sheep, etc. 	A bag or bottle made of leather for holding water and other articles.						
زکام 	zukām 	Defluxion, rheum, catarrh, a cold.							
زکوزي 	zako-zī 	The name of a tribe of Afg̠ẖāns. 							
زکه 	zakah 	For, because, therefore, on this account that. 							
زکي 	zakī 	One who regularly gives the زکاة zakāt, or alms, pious.	Pure, continent.						
زګ 	zig 	Rough, hard, harsh, rigid, severe.							
زګ 	zag 	Froth, foam, head, spume.							
زګر 	zigar 	The liver. 	Boldness, bravery, courage.						
زګیرويَ 	zgerwaey 	A moan, a whine, a groan, complaint, lamentation.							
زل 	zal 	A horse-cloth, a covering for any animal. 							
زل 	zal 	Piercing, stabbing, impaling, pricking, sticking, puncturing, goring.							
زلزله 	zalzalaʿh 	An earthquake. 							
زلفه 	zulfaʿh 	A curl, a lock of hair, a ringlet. 							
زلفئِي 	zulfaʿī 	A staple, a hook of iron. 							
زلل 	zalal 	Blundering, erring.	Falling, stumbling. 	Deficiency, loss. 					
زلميَ 	zalmaey 	A youth, a young man, a bridegroom.							
زلیچه 	zalīc̱ẖaʿh 	A carpet, a rug of cotton, silk, or wool.							
زلیخا 	zulīḵẖā 	The name of Potiphar's wife.							
زم 	zam 	A wound, a hurt, an injury.							
زمانه 	zamānaʿh 	Time, an age. 	The heavens. 	The world.	Fortune, destiny.				
زمرد 	zumurrud 	An emerald.							
زمريَ 	zʿmaraey 	A panther.	A lion.						
زمزم 	zamzam 	A well at Makka, Hagar's well.							
زمزمه 	zamzamaʿh 	Singing, modulation, a concert. 							
زمکه 	zʿmakaʿh 	Ground, land, soil, the earth. 							
زمند 	zamand 	The name of an Afg̠ẖān tribe, a male of the above.							
زموخ 	zʿmoḵẖ 	Astringent, binding, dry to the taste; also written زموخت zʿmoḵẖt.							
زمول 	zʿmol 	Helpless, unfortunate, afflicted, ruined, troubled, annoyed.							
زميَ 	zamaey 	The winter, the cold season.							
زمئِي 	zʿmaʿī 	An alkaline tree, the seed or berry and leaves of which are used in washing. 							
زمیندار 	zamīndār 	A landlord, a holder of land, a farmer. 							
زنا 	zinā 	Adultery, fornication.							
زنازه 	zanāzaʿh 	A bier, a funeral.							
زنانه 	zanānaʿh 	Female, feminine, effeminate, womanly.	Women in general.	Female apartments, the ḥaram.					
زنبق 	zanbaḳ 	The name of the white jasmine, a lily, or iris. 	A flower worked on the border of a dress. 						
زنبک 	zunbuk 	A tassel, a knot, a rosette, a flower.							
